"target_quarter","days_to_release","asof","actual","labour","expenditure","ar1","hist_mean"
"2019Q3",1,"2019-12-03",0.58390080796924,0.512681433102458,1.00420718994768,0.885439076421937,0.641299209590932
"2019Q4",150,"2019-10-06",0.590704258232955,0.623711124098114,0.595005854544261,0.848518982031725,0.641299209590932
"2019Q4",120,"2019-11-05",0.590704258232955,0.630206966794922,0.613837773805309,0.848518982031725,0.641299209590932
"2019Q4",90,"2019-12-05",0.590704258232955,0.180355277600983,0.83268245222943,0.866381681442344,0.647052660813897
"2019Q4",60,"2020-01-04",0.590704258232955,0.145455446367102,0.832683298981556,0.866381681442344,0.647052660813897
"2019Q4",45,"2020-01-19",0.590704258232955,0.334381969924877,0.832683298981556,0.866381681442344,0.647052660813897
"2019Q4",30,"2020-02-03",0.590704258232955,0.334381969924877,0.832683298981556,0.866381681442344,0.647052660813897
"2019Q4",20,"2020-02-13",0.590704258232955,0.334381969924877,0.83268314682484,0.866381681442344,0.647052660813897
"2019Q4",10,"2020-02-23",0.590704258232955,0.334381969924877,0.83268314682484,0.866381681442344,0.647052660813897
"2019Q4",5,"2020-02-28",0.590704258232955,0.334381969924877,0.701867003701604,0.866381681442344,0.647052660813897
"2019Q4",1,"2020-03-03",0.590704258232955,0.334381969924877,0.30460579876827,0.866381681442344,0.647052660813897
"2020Q1",150,"2020-01-05",-0.219007926779435,0.643358246006762,0.805877412769175,0.848559995077421,0.647052660813897
"2020Q1",120,"2020-02-04",-0.219007926779435,0.876239084109007,0.832475335223467,0.848559995077421,0.647052660813897
"2020Q1",90,"2020-03-05",-0.219007926779435,0.629514097767178,0.976834777085713,0.864735859334677,0.641737297372901
"2020Q1",60,"2020-04-04",-0.219007926779435,0.163627852415179,0.976836873672962,0.864735859334677,0.641737297372901
"2020Q1",45,"2020-04-19",-0.219007926779435,-0.123870334561508,0.976836873672962,0.864735859334677,0.641737297372901
"2020Q1",30,"2020-05-04",-0.219007926779435,-0.123870334561508,0.976836873672962,0.864735859334677,0.641737297372901
"2020Q1",20,"2020-05-14",-0.219007926779435,-0.123870334561508,0.97683679531373,0.864735859334677,0.641737297372901
"2020Q1",10,"2020-05-24",-0.219007926779435,-0.123870334561508,0.97683679531373,0.864735859334677,0.641737297372901
"2020Q1",5,"2020-05-29",-0.219007926779435,-0.123870334561508,0.986499879402477,0.864735859334677,0.641737297372901
"2020Q1",1,"2020-06-02",-0.219007926779435,-0.123870334561508,0.0277554464795112,0.864735859334677,0.641737297372901
"2020Q2",150,"2020-04-05",-6.74288709439649,0.408064228957191,0.80919177574486,0.847526398820265,0.641737297372901
"2020Q2",120,"2020-05-05",-6.74288709439649,0.0854882304842286,0.819308601771201,0.847526398820265,0.641737297372901
"2020Q2",90,"2020-06-04",-6.74288709439649,-10.2632961537455,1.56941159537085,0.909446818907844,0.625139872900933
"2020Q2",60,"2020-07-04",-6.74288709439649,-10.0460372918862,1.56941159537085,0.909446818907844,0.625139872900933
"2020Q2",45,"2020-07-19",-6.74288709439649,-8.80126214700966,1.56941252871397,0.909446818907844,0.625139872900933
"2020Q2",30,"2020-08-03",-6.74288709439649,-8.80126214700966,1.56941252871397,0.909446818907844,0.625139872900933
"2020Q2",20,"2020-08-13",-6.74288709439649,-8.80126214700966,1.56941247130271,0.909446818907844,0.625139872900933
"2020Q2",10,"2020-08-23",-6.74288709439649,-8.80126214700966,1.56941247130271,0.909446818907844,0.625139872900933
"2020Q2",5,"2020-08-28",-6.74288709439649,-8.80126214700966,1.52514198352134,0.909446818907844,0.625139872900933
"2020Q2",1,"2020-09-01",-6.74288709439649,-8.80126214700966,0.574252206939409,0.909446818907844,0.625139872900933
"2020Q3",150,"2020-07-05",3.47487634892085,0.282788103453804,0.477702221840198,0.840119264759943,0.625139872900933
"2020Q3",120,"2020-08-04",3.47487634892085,2.79006359560411,0.463351182989191,0.840119264759943,0.625139872900933
"2020Q3",90,"2020-09-03",3.47487634892085,4.35075058608297,1.00075419980696,0.995539090089801,0.441003562699072
"2020Q3",60,"2020-10-03",3.47487634892085,4.52444755144524,1.00075233570338,0.995539090089801,0.441003562699072
"2020Q3",45,"2020-10-18",3.47487634892085,4.50776401927631,1.00075237486669,0.995539090089801,0.441003562699072
"2020Q3",30,"2020-11-02",3.47487634892085,4.50776401927631,1.00075237486669,0.995539090089801,0.441003562699072
"2020Q3",20,"2020-11-12",3.47487634892085,4.50776401927631,1.00075294343402,0.995539090089801,0.441003562699072
"2020Q3",10,"2020-11-22",3.47487634892085,4.50776401927631,1.00075294343402,0.995539090089801,0.441003562699072
"2020Q3",5,"2020-11-27",3.47487634892085,4.50776401927631,0.893598707455207,0.995539090089801,0.441003562699072
"2020Q3",1,"2020-12-01",3.47487634892085,4.50776401927631,-2.82646143398342,0.995539090089801,0.441003562699072
"2020Q4",150,"2020-10-04",3.40435355304789,0.444544821747969,0.44617997082259,0.808495342973825,0.441003562699072
"2020Q4",120,"2020-11-03",3.40435355304789,0.392215479446686,0.460983683409815,0.808495342973825,0.441003562699072
"2020Q4",90,"2020-12-03",3.40435355304789,1.95139254309136,-0.133985218457759,0.593449335918578,0.510303843284937
"2020Q4",60,"2021-01-02",3.40435355304789,3.41564560601299,-0.133985983521515,0.593449335918578,0.510303843284937
"2020Q4",45,"2021-01-17",3.40435355304789,3.33987099126962,-0.133987580518352,0.593449335918578,0.510303843284937
"2020Q4",30,"2021-02-01",3.40435355304789,3.33987099126962,-0.133987580518352,0.593449335918578,0.510303843284937
"2020Q4",20,"2021-02-11",3.40435355304789,3.33987099126962,-0.133987282884295,0.593449335918578,0.510303843284937
"2020Q4",10,"2021-02-21",3.40435355304789,3.33987099126962,-0.133987282884295,0.593449335918578,0.510303843284937
"2020Q4",5,"2021-02-26",3.40435355304789,3.33987099126962,-0.147450787480464,0.593449335918578,0.510303843284937
"2020Q4",1,"2021-03-02",3.40435355304789,3.33987099126962,0.533665932648387,0.593449335918578,0.510303843284937
"2021Q1",150,"2021-01-03",2.16207254294269,1.08424015064743,0.955000617506476,0.843837895438041,0.510303843284937
"2021Q1",120,"2021-02-02",2.16207254294269,0.940938416904612,0.978020927055134,0.843837895438041,0.510303843284937
"2021Q1",90,"2021-03-04",2.16207254294269,0.0537534764742231,0.0682658012993243,0.669772124622178,0.574495672097925
"2021Q1",60,"2021-04-03",2.16207254294269,0.693115101553672,0.0682662673823338,0.669772124622178,0.574495672097925
"2021Q1",45,"2021-04-18",2.16207254294269,1.60838764141395,0.0682656122455735,0.669772124622178,0.574495672097925
"2021Q1",30,"2021-05-03",2.16207254294269,1.60838764141395,0.0682656122455735,0.669772124622178,0.574495672097925
"2021Q1",20,"2021-05-13",2.16207254294269,1.60838764141395,0.0682652721983979,0.669772124622178,0.574495672097925
"2021Q1",10,"2021-05-23",2.16207254294269,1.60838764141395,0.0682652721983979,0.669772124622178,0.574495672097925
"2021Q1",5,"2021-05-28",2.16207254294269,1.60838764141395,0.0781856188218449,0.669772124622178,0.574495672097925
"2021Q1",1,"2021-06-01",2.16207254294269,1.60838764141395,1.45314619871482,0.669772124622178,0.574495672097925
"2021Q2",150,"2021-04-04",0.820432068513943,0.756650603104188,0.912907657578787,0.844891649259665,0.574495672097925
"2021Q2",120,"2021-05-04",0.820432068513943,2.55913971608678,0.912907657578787,0.844891649259665,0.574495672097925
"2021Q2",90,"2021-06-03",0.820432068513943,0.845572580018052,0.790962884815637,0.76935522985053,0.63583725449637
"2021Q2",60,"2021-07-03",0.820432068513943,1.9267119594139,0.790963450216804,0.76935522985053,0.63583725449637
"2021Q2",45,"2021-07-18",0.820432068513943,1.39657599903274,0.790963136204921,0.76935522985053,0.63583725449637
"2021Q2",30,"2021-08-02",0.820432068513943,1.39657599903274,0.790963136204921,0.76935522985053,0.63583725449637
"2021Q2",20,"2021-08-12",0.820432068513943,1.39657599903274,0.79096306758973,0.76935522985053,0.63583725449637
"2021Q2",10,"2021-08-22",0.820432068513943,1.39657599903274,0.79096306758973,0.76935522985053,0.63583725449637
