"target_quarter","outcome_first_print","final_blend","final_labour","final_expenditure","err_blend","err_labour","err_expenditure","last_run_before_release","recorded_on"
"2026Q2",0.4195,0.2113,0.2668,0.1492,-0.2082,-0.1527,-0.2703,"2026-09-01","2026-09-02"
